company,tier,sub_cat,status,audit_reason,note,source_tags,xhs_label_count,visible_xhs_same_subcat,matching_saif_count,company_issue
华夏基金,一线公募,固收+多资产,弱支撑,taxonomy_doc; demo_v1,按行业共识,"common_knowledge:头部公募, demo_v1, saif:2024, saif:2025, taxonomy_doc, xhs:公募指数研究员:3",0,0,0,
字节跳动,互联网大厂,LLM算法post-train,通过-常识/中,common_knowledge 可支撑: 大厂AI; taxonomy_doc; demo_v1,豆包 post-train 团队大,"common_knowledge:大厂AI, demo_v1, taxonomy_doc, xhs:AI PM:16",0,0,0,
字节跳动,互联网大厂,Agent工程师,通过-常识/中,common_knowledge 可支撑: 大厂AI; taxonomy_doc; demo_v1,Coze + 豆包 Agent,"common_knowledge:大厂AI, demo_v1, taxonomy_doc, xhs:AI PM:16",0,0,0,
字节跳动,互联网大厂,多模态推理优化,通过-常识/中,common_knowledge 可支撑: 大厂AI; taxonomy_doc; demo_v1,豆包多模态团队,"common_knowledge:大厂AI, demo_v1, taxonomy_doc, xhs:AI PM:16",0,0,0,
字节跳动,互联网大厂,AI PM,通过-强,同 sub_cat XHS 标签 16 条; 可见摘录同 sub_cat 6 条; common_knowledge 可支撑: 大厂AI; taxonomy_doc; demo_v1,"XHS AI PM 第一,16 次","common_knowledge:大厂AI, demo_v1, taxonomy_doc, xhs:AI PM:16",16,6,0,
字节跳动,互联网大厂,AI算法业务,通过-常识/中,common_knowledge 可支撑: 大厂AI; taxonomy_doc; demo_v1,抖音推荐算法,"common_knowledge:大厂AI, demo_v1, taxonomy_doc, xhs:AI PM:16",0,0,0,
华泰证券,头部券商研究所,利率宏观策略,通过-强,同 sub_cat XHS 标签 2 条; taxonomy_doc; demo_v1,利率债首席强,"common_knowledge:头部券商衍生品, demo_v1, taxonomy_doc, xhs:利率宏观策略:2, xhs:卖方研究员·宏观策略:1, xhs:卖方研究员·消费医药周期:4, xhs:自营FOF:1",2,0,0,
华泰证券,头部券商研究所,卖方研究员·消费医药周期,通过-强,同 sub_cat XHS 标签 4 条; taxonomy_doc; demo_v1,消费医药全覆盖,"common_knowledge:头部券商衍生品, demo_v1, taxonomy_doc, xhs:利率宏观策略:2, xhs:卖方研究员·宏观策略:1, xhs:卖方研究员·消费医药周期:4, xhs:自营FOF:1",4,0,0,
华泰证券,头部券商研究所,卖方研究员·宏观策略,通过-强,同 sub_cat XHS 标签 1 条; taxonomy_doc; demo_v1,宏观+大类资产配置,"common_knowledge:头部券商衍生品, demo_v1, taxonomy_doc, xhs:利率宏观策略:2, xhs:卖方研究员·宏观策略:1, xhs:卖方研究员·消费医药周期:4, xhs:自营FOF:1",1,0,0,
华泰证券,头部券商研究所,结构化产品衍生品,通过-常识/中,common_knowledge 可支撑: 头部券商衍生品; taxonomy_doc; demo_v1,按行业共识,"common_knowledge:头部券商衍生品, demo_v1, taxonomy_doc, xhs:利率宏观策略:2, xhs:卖方研究员·宏观策略:1, xhs:卖方研究员·消费医药周期:4, xhs:自营FOF:1",0,0,0,
嘉实基金,一线公募,公募权益研究员,通过-强,可见摘录同 sub_cat 1 条; SAIF 角色匹配: 2025 嘉实基金管理有限公司 行业研究员; common_knowledge 可支撑: 头部公募; taxonomy_doc,权益+消费组传统强项,"common_knowledge:头部公募, saif:2025, taxonomy_doc",0,1,1,
嘉实基金,一线公募,行业研究员·消费,通过-强,可见摘录同 sub_cat 1 条; SAIF 角色匹配: 2025 嘉实基金管理有限公司 行业研究员; common_knowledge 可支撑: 头部公募; taxonomy_doc,消费白酒/CXO 调研深,"common_knowledge:头部公募, saif:2025, taxonomy_doc",0,1,1,
嘉实基金,一线公募,公募指数研究员,通过-常识/中,common_knowledge 可支撑: 头部公募; taxonomy_doc,"按行业共识,指数基金重要参与方","common_knowledge:头部公募, saif:2025, taxonomy_doc",0,0,0,
嘉实基金,一线公募,公募基金中后台,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部公募; taxonomy_doc,按行业共识,"common_knowledge:头部公募, saif:2025, taxonomy_doc",0,1,0,
明汯投资,头部量化私募,量化研究员·中频,通过-常识/中,common_knowledge 可支撑: 头部量化私募; taxonomy_doc,百亿量化老牌,"common_knowledge:头部量化私募, taxonomy_doc, xhs:量化研究员·高频:1",0,0,0,
明汯投资,头部量化私募,量化开发QD,通过-常识/中,common_knowledge 可支撑: 头部量化私募; taxonomy_doc,C++ 系统开发,"common_knowledge:头部量化私募, taxonomy_doc, xhs:量化研究员·高频:1",0,0,0,
明汯投资,头部量化私募,AI 量化工程师,通过-强,可见摘录同 sub_cat 3 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc,按行业共识,"common_knowledge:头部量化私募, taxonomy_doc, xhs:量化研究员·高频:1",0,3,0,
明汯投资,头部量化私募,量化因子工程师,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc,因子工程主战场,"common_knowledge:头部量化私募, taxonomy_doc, xhs:量化研究员·高频:1",0,1,0,
腾讯,互联网大厂,LLM算法post-train,需补标签,事实大概率对，但 source 缺 common_knowledge:大厂AI/混元大模型，现有 XHS 只标 AI PM/多模态。 | 原证据: demo_v1,混元大模型,"demo_v1, xhs:AI PM:3, xhs:多模态推理优化:14",0,0,0,
腾讯,互联网大厂,Agent工程师,需补标签,事实大概率对，但 source 缺 common_knowledge:大厂AI/Agent，现有 XHS 只标 AI PM/多模态。 | 原证据: demo_v1,元宝/微信 Agent,"demo_v1, xhs:AI PM:3, xhs:多模态推理优化:14",0,0,0,
腾讯,互联网大厂,多模态推理优化,通过-强,同 sub_cat XHS 标签 14 条; 可见摘录同 sub_cat 1 条; demo_v1,XHS 多模态 mention 第一,"demo_v1, xhs:AI PM:3, xhs:多模态推理优化:14",14,1,0,
腾讯,互联网大厂,AI PM,通过-强,同 sub_cat XHS 标签 3 条; 可见摘录同 sub_cat 3 条; demo_v1,元宝/混元 PM,"demo_v1, xhs:AI PM:3, xhs:多模态推理优化:14",3,3,0,
鸣石基金,头部量化私募,量化研究员·中频,通过-常识/中,common_knowledge 可支撑: 头部量化私募; taxonomy_doc,"百亿量化,AI 量化方向激进","common_knowledge:头部量化私募, taxonomy_doc",0,0,0,
鸣石基金,头部量化私募,量化开发QD,通过-常识/中,common_knowledge 可支撑: 头部量化私募; taxonomy_doc,QD 招聘强,"common_knowledge:头部量化私募, taxonomy_doc",0,0,0,
鸣石基金,头部量化私募,AI 量化工程师,通过-强,可见摘录同 sub_cat 3 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc,AI 量化博士 70-100W·20薪,"common_knowledge:头部量化私募, taxonomy_doc",0,3,0,
鸣石基金,头部量化私募,量化因子工程师,通过-常识/中,common_knowledge 可支撑: 头部量化私募; taxonomy_doc,按行业共识,"common_knowledge:头部量化私募, taxonomy_doc",0,0,0,
幻方量化,头部量化私募,量化研究员·中频,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc,"DeepSeek 母公司,XHS mention 高","common_knowledge:头部量化私募, taxonomy_doc, xhs:量化研究员·高频:8",0,1,0,
幻方量化,头部量化私募,量化研究员·高频,通过-强,同 sub_cat XHS 标签 8 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc,国内高频强,"common_knowledge:头部量化私募, taxonomy_doc, xhs:量化研究员·高频:8",8,0,0,
幻方量化,头部量化私募,AI 量化工程师,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部量化私募; taxonomy_doc,AI 量化先驱,"common_knowledge:头部量化私募, taxonomy_doc, xhs:量化研究员·高频:8",0,1,0,
阿里巴巴,互联网大厂,LLM算法post-train,需补标签,事实大概率对，但 source 缺 common_knowledge:大厂AI/通义千问，现有 XHS 只标 AI PM/多模态。 | 原证据: 可见摘录同 sub_cat 1 条; taxonomy_doc; demo_v1,通义千问团队,"demo_v1, taxonomy_doc, xhs:AI PM:1, xhs:多模态推理优化:1",0,1,0,
阿里巴巴,互联网大厂,AI PM,通过-强,同 sub_cat XHS 标签 1 条; taxonomy_doc; demo_v1,通义 + 业务 AI PM,"demo_v1, taxonomy_doc, xhs:AI PM:1, xhs:多模态推理优化:1",1,0,0,
阿里巴巴,互联网大厂,AI算法业务,需补标签,事实大概率对，但 source 缺 common_knowledge:大厂AI/电商推荐广告算法，taxonomy/demo 不是独立证据。 | 原证据: 可见摘录同 sub_cat 1 条; taxonomy_doc; demo_v1,淘天广告/推荐算法,"demo_v1, taxonomy_doc, xhs:AI PM:1, xhs:多模态推理优化:1",0,1,0,
中信建投证券,头部券商研究所,固收交易员,通过-常识/中,common_knowledge 可支撑: 头部券商/头部券商衍生品; taxonomy_doc; demo_v1,"按行业共识,自营 FICC 头部","common_knowledge:头部券商, common_knowledge:头部券商衍生品, demo_v1, saif:2024, taxonomy_doc",0,0,0,
中信建投证券,头部券商研究所,卖方研究员·TMT,通过-强,SAIF 角色匹配: 2024 中信建投证券股份有限公司 卖方分析师; common_knowledge 可支撑: 头部券商; taxonomy_doc; demo_v1,半导体/计算机首席强,"common_knowledge:头部券商, common_knowledge:头部券商衍生品, demo_v1, saif:2024, taxonomy_doc",0,0,1,
中信建投证券,头部券商研究所,结构化产品衍生品,通过-常识/中,common_knowledge 可支撑: 头部券商衍生品; taxonomy_doc; demo_v1,按行业共识,"common_knowledge:头部券商, common_knowledge:头部券商衍生品, demo_v1, saif:2024, taxonomy_doc",0,0,0,
招商证券,中型券商研究所,固收交易员,通过-常识/中,common_knowledge 可支撑: 头部券商/头部券商衍生品; taxonomy_doc,"按行业共识,自营固收强","common_knowledge:头部券商, common_knowledge:头部券商衍生品, taxonomy_doc, xhs:卖方研究员·消费医药周期:13",0,0,0,
招商证券,中型券商研究所,卖方研究员·TMT,通过-强,可见摘录同 sub_cat 1 条; common_knowledge 可支撑: 头部券商; taxonomy_doc,通信/电子强,"common_knowledge:头部券商, common_knowledge:头部券商衍生品, taxonomy_doc, xhs:卖方研究员·消费医药周期:13",0,1,0,
招商证券,中型券商研究所,卖方研究员·消费医药周期,通过-强,同 sub_cat XHS 标签 13 条; 可见摘录同 sub_cat 3 条; common_knowledge 可支撑: 头部券商; taxonomy_doc,XHS 消费医药周期第一,"common_knowledge:头部券商, common_knowledge:头部券商衍生品, taxonomy_doc, xhs:卖方研究员·消费医药周期:13",13,3,0,
中欧基金,一线公募,行业研究员·TMT-医药-周期,通过-常识/中,common_knowledge 可支撑: 头部公募,"按行业共识,医药主动权益强","common_knowledge:头部公募, xhs:财富管理FOF:1",0,0,0,
